,user,item,rating,review
1314,31,716,5.0,"Does the job, doesn't cost much!"
1315,86,260,5.0,Great Mixer
1316,173,349,3.0,Not real impressed.
1317,137,630,5.0,GOOD INSERT CABLE
1318,142,506,5.0,The easiest solution for computer recording (and more)
1319,129,529,4.0,A decent Pedal for the Price
1320,163,47,3.0,"Couple of quirks, but overall a solid light"
1321,153,362,5.0,Good booster pedal for small output amps...
1322,37,282,5.0,Snark SN-13
1323,19,515,5.0,Clever improvement for strap button upgrades!
1324,156,38,5.0,Not only really good for the price; they're just plain really good.
1325,14,425,5.0,Sweet sounding analog delay
1326,38,322,4.0,It works as designed
1327,179,689,1.0,I payed for a new pickguard but got a used one.
1328,137,708,5.0,Super stand!
1329,102,49,4.0,Works for what it is made for.
1330,23,267,4.0,Ok for what it is.
1331,85,103,5.0,wow!!
1332,107,45,4.0,I like it.
1333,110,76,5.0,"Versatile, cheap, quiet"
1334,74,15,4.0,"Great All-Purpose Slide, Meant For Ring Finger Use"
1335,41,260,5.0,Works great. A wonderful tool to have.
1336,76,657,5.0,Nice amp for my acoustic
1337,52,78,5.0,worth it
1338,105,673,5.0,Good Replacement Strings - Highly Recommended
1339,164,481,3.0,"3 Stars, Good value but it needed a lot of work"
1340,40,69,5.0,Is good
1341,133,343,5.0,Old faithful
1342,148,400,5.0,Nice Strings
1343,26,342,5.0,Gotta have it.
1344,176,240,1.0,Don't buy these
1345,147,730,3.0,Good & Bad
1346,18,51,5.0,Great Product but prices fluctuate
1347,6,40,4.0,Good Fuzz for the $$
1348,162,326,5.0,Excellent performance and value
1349,43,69,4.0,good stand
1350,74,555,5.0,Genius Design That Should Be In Everyone's Guitar Arsenal
1351,125,720,3.0,"Pretty average distortion, great fuzz."
1352,184,354,4.0,Holds my guitar just fine
1353,162,427,5.0,A lot of function in a small box
1354,181,366,5.0,"Works, no noise"
1355,182,58,5.0,"Great Device, Good Price"
1356,160,801,4.0,Great! - with a caveat
1357,127,497,4.0,Good
1358,18,787,5.0,Absolute necessity
1359,153,658,4.0,"Versatile pedal for distortion, but not the best."
1360,163,396,5.0,Two great mic stands + one low price = Great value
1361,104,377,4.0,for the price it can't be beat
1362,88,555,5.0,How have I lived without this?
1363,79,486,5.0,Good microphone for the price
1364,135,580,5.0,Super!
1365,133,318,4.0,$$$saver
1366,89,687,4.0,Attractive cosmetics and good sound but not necessarily the best fit
1367,19,203,5.0,Nice sound upgrade for your guitar!
1368,106,680,4.0,Amazingly versatile practice tool
1369,139,354,4.0,"Does the job, but use a base support to protect the neck"
1370,177,800,4.0,Stiffer and brighter than Tortex
1371,85,626,5.0,holly molly!
1372,142,290,4.0,Most powerful of the ultra-portable multitracks.
1373,40,555,5.0,Is a great product
1374,180,277,5.0,"Looks great, but you are the only one who will see it"
1375,13,228,3.0,Bugera V5 - Good sound / bad customer service
1376,83,61,5.0,Great!
1377,47,509,2.0,"I like the low profile design, but a it has several problems..."
1378,94,496,5.0,For the price snark tuners cant be beat
1379,137,600,5.0,Just perfect for stomp boxes
1380,171,498,4.0,The Hobbyists Dream Amp
1381,23,522,5.0,Goodby plug/jack-in tuners
1382,105,199,4.0,Good Mic - Recommeded
1383,76,50,5.0,Just strung an old cheap guitar and brought to life
1384,17,682,5.0,I'm a collector
1385,139,286,4.0,"Not Out Of The Box Great, But Gradually Hit The Mark"
1386,98,596,5.0,Awesome...
1387,152,587,4.0,"GOOD, though perhaps not superior"
1388,153,645,4.0,Good tuner for 4 and 5 string bass
1389,79,348,4.0,Nice finished guitar
1390,137,596,3.0,ITS OK BUT....
1391,2,424,5.0,Perfect tune!
1392,57,587,5.0,Top of the line Strings
1393,34,596,5.0,Great little tuner!
1394,59,319,5.0,My top choice for acoustic
1395,22,86,5.0,Works great
1396,137,691,4.0,Decent Pick holder.
1397,93,10,5.0,39 inch guitar...
1398,28,578,5.0,Hearing is believing
1399,32,594,1.0,Bummer
1400,132,354,3.0,Great hanger but poor screws
1401,138,532,5.0,Great Guitar Picks!
1402,81,748,4.0,"Good, but unique..."
1403,158,696,4.0,Pretty good $90 guitar
1404,169,425,3.0,Good pedal
1405,122,493,5.0,Great for my acoustic guitar
1406,66,234,5.0,Fantastic
1407,139,488,5.0,Consider Your Technique And The Tone You're After
1408,60,184,5.0,Versatile Capo
1409,50,695,5.0,Wish I had bought this sooner
1410,76,107,5.0,Fantastic Product!!!
1411,64,174,5.0,Can I rate it ten stars?
1412,60,466,4.0,Excellent Basic Electric Guitar Strings
1413,162,742,5.0,"Not pro quality, but great for home studios on a budget"
1414,57,787,5.0,Kyser Caps Are An Easy Recommendation
1415,120,28,5.0,Great for Hanging a Mandolin
1416,1,563,5.0,"Not all of its sounds are great, but there's plenty"
1417,146,670,5.0,5 Hooked up
1418,143,25,5.0,Great Strings!!!
1419,162,581,5.0,Excellent quality and perfect for indoors
1420,158,517,4.0,Sturdy but slightly less-than-perfect
1421,74,758,4.0,"Good For Casual Use, But Wouldn't Use For Gigging"
1422,58,726,5.0,"Overdrive on, overdive off!"
1423,49,157,5.0,Great heads.
1424,113,153,3.0,too slinky for me
1425,6,426,5.0,"Warm, reliable EL84 goodness"
1426,80,442,5.0,inexpensive and does the trick
1427,123,673,3.0,String going dead right away
1428,47,218,5.0,My go-to instrument cable
1429,163,69,4.0,Solid stand for home recording
1430,90,41,4.0,Decent mic cable
1431,30,587,5.0,Don't get much better
1432,44,789,5.0,Where was this all my life?!
1433,137,245,5.0,Accept no other!
1434,3,18,5.0,Fine Quality
1435,148,636,4.0,Nice Picks
1436,167,632,5.0,Travel Amp w/ headphones
1437,2,336,5.0,They Are my Fender Tele's best friend!
1438,129,478,5.0,Awesome Tuner!
1439,83,522,5.0,Magnificent!
1440,108,501,5.0,Great pedal
1441,36,483,5.0,Nice strings
1442,11,213,5.0,Good for lead guitar
1443,76,527,5.0,"WAY better, louder and clearer than I ever expected  AND IT IS SO CUTE!!!"
1444,144,734,3.0,UCA222 Interface
1445,67,461,5.0,I Love This Case!
1446,174,28,5.0,great
1447,25,339,4.0,"It's okay for some things, but really great for others."
1448,5,522,5.0,Handy and precise
1449,89,284,2.0,Belief is the key.
1450,59,658,5.0,Very useful pedal to have.
1451,39,187,5.0,Quality
1452,148,78,4.0,Nice Cable
1453,148,555,5.0,The Handiest Tool a Guitar Player Can Have
1454,25,670,5.0,This is a handy piece of equipment.
1455,54,756,5.0,Great Sound.
1456,162,185,3.0,A step up from a soft gig bag
1457,112,774,4.0,this was recommended to me by my teacher
1458,1,575,5.0,"Full-bodied, crunchy alternative to the BOSS DS-1"
1459,143,522,5.0,"Great, Cheap Tuner"
1460,38,52,1.0,It seems pretty unnecessary
1461,54,268,4.0,Nice.
1462,82,729,5.0,Monster Cable Standard
1463,154,81,3.0,Only fits certain guitars.
1464,157,795,5.0,iPad holder
1465,100,78,5.0,"Good quality, low price"
1466,61,284,3.0,"Works well enough, I guess"
1467,112,595,5.0,good product..good price
1468,146,337,5.0,"Basic, durable"
1469,153,444,5.0,Thicker than the 'F' plate and nicer than the MIM stock plate
1470,14,266,5.0,Awesome pick!
1471,85,113,5.0,hawsome!
1472,134,159,4.0,Really Nice For the Price
1473,33,216,4.0,A Good Boost for Humbuckers
1474,161,120,5.0,Nice upgrade
1475,31,504,5.0,These will save you hide!
1476,104,273,5.0,made for shaky hands
1477,139,527,5.0,Thoreau Would Love It
1478,88,473,5.0,Tube Screamer Clone?
1479,122,94,5.0,accurate and affordable
1480,92,392,5.0,Good Capo
1481,62,709,4.0,Gave them another shot
1482,134,692,5.0,Solid and Heavy
1483,67,234,5.0,What needs to be said?
1484,9,775,4.0,Slight Improvement - Nice Aesthetics!
1485,75,71,5.0,Same quality as the bestselling Kyser full capo
1486,117,503,5.0,A perfectly good patch connector
1487,13,201,4.0,Comparable to MXR Dyna Comp
1488,2,264,5.0,BEST Security StrapLock
1489,24,765,5.0,Amazing
1490,85,439,5.0,awesome!!!
1491,128,522,5.0,Awesome little tuner
1492,104,47,5.0,night light
1493,74,450,4.0,My Go-To Picks For Practice And General Plonking About
1494,155,424,5.0,A good tunner
1495,15,711,5.0,Does just what I want and does it well.
1496,42,197,5.0,my first choice in strings!
1497,125,760,5.0,Just fine for the average guitar
1498,1,479,4.0,"Warm, tube-like overdrive/booster with voicing you may or may not like"
1499,115,401,5.0,Strings live up to Martin reputation
1500,89,701,4.0,May as well pop for it
1501,177,557,4.0,"Good value analog 10"" speaker amp"
1502,44,711,5.0,"Works as expected, isn't that what we all want"
1503,104,202,5.0,Great Patch Cables
1504,19,775,5.0,Perfect upgrade for vintage guitars with loose bridge pins!
1505,121,11,4.0,Good quality for a low price
1506,110,327,4.0,"Very good sound, good directions"
1507,83,528,5.0,The best
1508,175,452,5.0,The 'Product Description' was absolutely right!
1509,123,54,5.0,Very Nice Cords!
1510,133,769,4.0,Highly recommend
1511,183,238,5.0,2 Banjos and a Mandolin
1512,64,338,5.0,Great for country and blues
1513,144,681,5.0,A work horse with transparent sound!
1514,140,50,5.0,Awesomee
1515,107,497,5.0,Happy
1516,111,338,5.0,Nothing bad about the Bad Monkey
1517,138,691,5.0,Great Dunlop 5005 Pick Holder
1518,123,69,5.0,Solid
1519,124,466,5.0,Good quality
1520,42,187,4.0,.88 green
1521,78,555,5.0,Good value for a guitar tool - and it comes with an unconditional guarantee!
1522,3,478,5.0,Subtly Better than Previous Snarks
1523,61,258,5.0,Stainless Steel guitar picks... who'da thunk it?
1524,22,322,2.0,Did not work for me
1525,96,743,5.0,Good
1526,136,429,5.0,Good looking brown leather guitar strap!
1527,117,531,5.0,Nice capo. A bit pricey.
1528,14,697,5.0,Does the job
1529,16,678,5.0,As good as the Edirol R-09 for about half the price!
1530,46,129,5.0,Spring Sprung
1531,108,70,5.0,Excellent!
1532,94,169,5.0,Works like a charm on my mandolin
1533,177,461,3.0,Bulky latches
1534,47,167,5.0,The exact cable I need for my application
1535,120,64,5.0,Good Stuff
1536,2,684,4.0,A No.1 Classic!
1537,129,481,5.0,A Great Guitar for the Price
1538,45,709,3.0,"Weak guitar tone, good for lead work however."
1539,146,34,5.0,"Little box, big sound"
1540,90,11,5.0,Can't beat this deal
1541,54,600,4.0,Great...
1542,95,789,5.0,just YES
1543,141,264,5.0,Work well (with caveats)..
1544,148,730,5.0,Perfect Picks for Flatpicking
1545,161,783,5.0,Very well made guitar strap!
1546,132,789,5.0,Best Tuner I have for my Fiddle and Mandolin
1547,150,15,4.0,Decent Slide
1548,125,143,4.0,They work pretty well.
1549,183,89,5.0,Seeking the Holy Grail of Picks
1550,95,694,5.0,Works
1551,2,152,5.0,Don't leave your guitar without it!
1552,46,670,5.0,Power Plant
1553,31,686,5.0,No issues so far
1554,11,135,4.0,"For lead, and not rhythm"
1555,6,90,4.0,"Magical, at times."
1556,175,332,5.0,Works as advertised
1557,6,338,4.0,"Great cheap pedal, but a little redundant for me personally."
1558,1,545,5.0,A Classic - But beware what it is and isn't
1559,6,153,5.0,Great strings
1560,94,400,5.0,D'Addario has not failed me yet
1561,98,576,5.0,Love it
1562,179,402,5.0,perfect cable for my GIBSON Sg. super quiet and sounds powerful.
1563,139,641,5.0,Feel and Sound Like the Real Deal
1564,25,421,1.0,Got this for my Boss Loop Station.
1565,156,21,5.0,Excellent!
1566,150,205,5.0,Great sounding reverb.
1567,110,295,4.0,"Great pedal, bright"
1568,112,596,4.0,i own a few...
1569,174,522,5.0,I love snark tuners
1570,155,772,5.0,Essential for guitars security
1571,116,556,2.0,ok pick holder
1572,78,8,4.0,Nice strap at a good price
1573,147,616,5.0,Very nice!
1574,136,339,5.0,Looking for a little 60s for my amp...this was it!
1575,180,287,4.0,"Awesome board and the bag is great, but..."
1576,57,493,4.0,Experimenting With Various Acoustic Strings
1577,184,754,5.0,Completely Blown Away By This Amp!
1578,28,550,4.0,Loud and clear
1579,140,277,5.0,Good upgrade
1580,84,150,5.0,Hercules Stand
1581,96,344,4.0,Not bad
1582,29,448,5.0,Martin Head Stock Strap
1583,173,478,5.0,Good lil' tuner..
1584,9,225,5.0,Works well!
1585,143,307,4.0,It is exactly as expected
1586,39,349,5.0,Old Tech Works Great
1587,93,8,5.0,Nice strap...
1588,74,637,4.0,Best Capo Out There For The Money
1589,134,526,5.0,Sturdy and It Works
1590,17,497,5.0,Great Patch Cable
1591,153,646,5.0,Great Levy's strap for the price.
1592,158,592,5.0,Seagull S6 Dreadnought
1593,150,61,5.0,"Great, cheap strap"
1594,101,739,5.0,From the Ice-Age to the New-Age for cheap!
1595,84,178,5.0,Excellent China Cymbal!!
1596,146,155,5.0,Great sound
1597,28,483,5.0,Can't go wrong
1598,168,600,5.0,"Work Well, Price is Good"
1599,136,454,3.0,This is a toy...not a real instrument.
1600,51,16,5.0,Musician's Gear Tubular Guitar Stand Black Pair
1601,20,459,4.0,Cheap
1602,47,585,1.0,Pretty dark color for chrome- maybe black chrome in the wrong package?
1603,36,91,4.0,Takes a licking and keeps on.... Wahing
1604,7,189,3.0,echo pedal
1605,114,78,5.0,Nice high quality guitar cable
1606,15,554,4.0,Great little monitor. Better than expected.
1607,28,650,5.0,Instant winner
1608,7,72,5.0,Joyo JF-13 AC Tone Vintage Tube Amplifier effects pedal
1609,30,311,5.0,"Great amp, especially for the price"
1610,30,555,4.0,"So many questions, so many questions..."
1611,174,446,4.0,Smelly
1612,52,79,5.0,exl 160s
1613,186,659,4.0,Great Item
1614,1,295,5.0,Another instant classic from Joyo
1615,68,186,4.0,Good for project studio
1616,13,562,5.0,Better than expected
1617,1,548,5.0,"Great EQ, can be used as a level booster"
1618,111,329,5.0,A gem!
1619,162,221,5.0,For light duty and weekend warriors
1620,133,317,5.0,Suits me
1621,84,703,5.0,Excellent Little Powerhouse
1622,49,291,4.0,Don't know.
1623,6,75,5.0,Price/Value ratio- deserves 5 stars
1624,113,513,5.0,Chibson owners
1625,142,466,5.0,My favorite strings
1626,74,721,3.0,"Great USB Interface, But Plan On Throwing Software Into The Trash"
1627,46,600,5.0,Patch Cables
1628,180,688,5.0,Great little tuner for on the go!
1629,63,333,5.0,These will make your git sound like something it's never sounded like before
1630,152,78,4.0,"flexible, soft rubber is great."
1631,80,256,5.0,works great.  why buy the more expensive ones??
1632,94,36,5.0,Nice selection
1633,130,187,4.0,Good picks mostly for the Electrics
1634,3,336,5.0,Excellent Design and Manufacturing
1635,124,428,2.0,I don't like it.
1636,31,105,5.0,Excellent
1637,90,630,5.0,Soundman must have insert cables
1638,71,69,4.0,Tripod microphone stand
1639,76,792,5.0,very nice replacement for Stratocasters
1640,65,246,5.0,Solid product
1641,137,694,5.0,"Yup, it stays on re-order list"
1642,10,434,5.0,MXR Phase 90 Effects Pedal - Great effect!
1643,26,50,4.0,It's Ernie Ball from now on.
1644,168,79,5.0,Really Great Bass Strings
1645,47,536,5.0,Solid quality for very little money
1646,161,509,5.0,Great little tuner
1647,171,232,4.0,It's like Line 6...but for the non metal crowd
1648,30,509,3.0,Interesting design but not nearly responsive enough
1649,57,555,5.0,Planet Waves Pro Winder
1650,92,697,5.0,nice cover
1651,75,168,4.0,Good but probably not the best
1652,30,380,5.0,Can't beat it
1653,68,206,5.0,Perfect for my fretless
1654,17,325,4.0,Fun Fun Fun Amp
1655,35,56,4.0,Convenient
1656,156,630,5.0,They work great
1657,104,641,2.0,excellent music reproduction - until they quit
1658,64,447,4.0,Used in a Super Champ x2
1659,65,470,5.0,Very Heavy Pick
1660,144,176,4.0,Durable Instrument Cable
1661,154,215,3.0,"Works well with some equipment.  Other equipment, not as much."
1662,1,769,5.0,"I know what you're thinking, but..."
1663,14,677,5.0,Great little looper
1664,158,585,5.0,Fits like the originals
1665,153,423,4.0,Cheap and hopefully effective.
1666,82,61,5.0,Ernie Ball Strap
1667,49,119,2.0,Lesson learned.
1668,18,264,5.0,Amazing quality and reliability
1669,135,593,5.0,Stable and well constructed
1670,130,154,5.0,Super Buy.
1671,24,337,4.0,cheap and works
1672,116,379,5.0,Pick Aroma
1673,33,236,2.0,Noisey
1674,84,30,5.0,Strong and Sturdy!!
1675,71,28,4.0,guitar wall mount
1676,141,646,5.0,Great strap; will have for a long time...
1677,127,395,4.0,Very Nice
1678,23,219,5.0,Works on potentiometers
1679,27,539,5.0,Great Simple USB Audio Interface
1680,49,148,5.0,Wonderful case.
1681,161,682,5.0,Intelli IMT500-Great tuner
1682,123,544,5.0,Awesome Mic for a Great Price
1683,51,123,5.0,"D'Addario Prelude Violin String Set, 4/4 Scale, Medium Tension"
1684,179,345,5.0,Flaweless shine and protection. Made my classical guitar sound better.
1685,1,0,5.0,"Simple, functional tremolo pedal at an affordable price"
1686,81,109,5.0,A truly fantastic pedal!
1687,11,666,4.0,Saves your thumb on the strum
1688,90,396,3.0,Hollow stand connectors are weak
1689,44,667,4.0,Impressive and functional
1690,69,246,4.0,Its almost perfect
1691,54,289,4.0,Behringer comes through again...
1692,151,663,5.0,Perfect.
1693,155,689,5.0,Fender quality
1694,30,679,2.0,Considerable disappointment
1695,114,788,5.0,Genious invention
1696,4,774,5.0,Great 6-string Capo that works on 12-string as well
1697,166,520,4.0,Great sound!!!
1698,163,650,4.0,"Too tall for my application, but otherwise solid stand"
1699,70,81,4.0,gets the job done
1700,14,458,5.0,"High quality headphones, reasonable price"
1701,15,35,5.0,"Does ecxactly what it says.Quiet, reliable and well made."
1702,28,729,5.0,Spare cable
1703,120,730,3.0,"These Are Purple, Not Black!!"
1704,142,587,5.0,A little pricey- but worth it
1705,59,699,5.0,Swirly fun!
1706,55,519,5.0,Proven strings
1707,100,543,5.0,Very well made tuner.
1708,89,571,5.0,The Grail
1709,14,366,5.0,Good quality cable for the price
1710,17,272,4.0,It works
1711,176,357,4.0,Fit my Epiphone just fine
1712,106,542,5.0,Great mix to add bass to your sound
1713,20,202,5.0,Great for the task of linking effects pedals
1714,70,150,5.0,neat
1715,123,356,5.0,Had to modify
1716,155,443,5.0,The Classic
1717,65,772,5.0,Working Perfect.
1718,159,789,5.0,"Portable, accurate, works great - cheap"
1719,32,179,5.0,What I expected.
1720,141,772,4.0,I Prefer Scahllers...
1721,10,366,3.0,It's OK
1722,181,65,5.0,Love this product
1723,180,265,5.0,Awesome way to practice
1724,137,555,4.0,Great for Guitar re-stringing
1725,93,267,5.0,A nice little amp.
1726,181,74,5.0,My go-to pedal tape
1727,6,443,4.0,Iconic but somewhat overpriced these days
1728,128,493,5.0,Awesome strings!
1729,153,523,5.0,Does the job well!
1730,90,779,5.0,Stages can be wide!
1731,12,98,4.0,Okay but Tuner is confusing!
1732,2,538,5.0,Best Cable EVER!
1733,6,62,4.0,Solid pedal for a moderate amount of  'tight' sounding distortion
1734,29,791,5.0,CruzTools String Cutter
1735,175,617,5.0,For Those Wanting Precision and Quality
1736,47,94,3.0,"Merely OK, not liking it as much as the SN-1"
1737,150,709,5.0,Great strings.
1738,107,374,5.0,great deal
1739,10,162,5.0,MXR Analog Chorus - Great effect!
1740,162,750,5.0,Simple and effective
1741,106,457,5.0,Fits like a glove
1742,2,91,5.0,Nothing sounds like the classics!
1743,147,760,3.0,Not bad - worth the price
1744,14,135,4.0,"Great tone & grip, wish they were a bit bigger!"
1745,35,694,5.0,Great stuff
1746,74,209,5.0,Easily One Of My Favorite Tremolo Pedals
1747,121,304,4.0,Good for steel guitar
1748,170,688,4.0,Nice tuner
1749,81,184,5.0,As good as it gets!
1750,154,222,4.0,pretty happy with them.
1751,26,191,5.0,Nice addition to my strat
1752,170,796,3.0,The end connections are not the best.
1753,156,532,5.0,"What's there to say, really, except that they're good picks."
1754,168,225,5.0,"Works very well for me, no problems"
1755,122,514,5.0,good price and good quality
1756,162,54,5.0,Perfect for live or studio
1757,112,522,4.0,great price
1758,133,728,5.0,Where have these been all my life?
1759,146,483,5.0,Great.
1760,110,662,3.0,"It works, but moves around easly"
1761,83,351,5.0,Worth every penny
1762,56,587,4.0,Pleasant surprise
1763,59,48,3.0,Functions well enough.  Construction leaves some to be desired.
1764,18,785,5.0,Insanely well built
1765,23,700,5.0,Much better than the G-Dec's and the Spider 4 series
1766,50,347,5.0,Excellent improvement in sound over the standard Squier block.
1767,88,500,5.0,Handy dandy little item
1768,88,600,5.0,"Solid, durable and econimical"
1769,120,392,5.0,Very Strong Capo
1770,23,318,5.0,Better than the Fender standard. Best price point.
1771,152,91,4.0,"GREAT TONE, but moody switch!"
1772,10,5,5.0,MXR Micro Amp Effects Pedal - Great effect!
1773,117,664,5.0,One of the most useful pedals I own - surprisingly!
1774,69,555,5.0,5 stars with total certain
1775,119,602,3.0,Speaker is not great... Amp is ok for beginner
1776,43,306,4.0,smaller than On Stage KT7800 Plus Keyboard Bench
1777,112,8,4.0,works great
1778,181,135,5.0,My favorite picks so far
1779,181,202,5.0,So far so great
1780,45,62,5.0,Truly one of the best.
1781,157,76,4.0,I like it!
1782,5,709,5.0,Best set of strings for electric guitar
1783,41,658,5.0,BEST PEDAL BY FAR
1784,30,285,5.0,Mixed reviews
1785,25,160,5.0,A must have item to upgrade a guitar with.
1786,176,725,3.0,They're just ok
1787,127,202,4.0,It works
1788,178,637,3.0,It works...
1789,132,561,5.0,Perfect for Loar Mandolin
1790,131,516,5.0,Best inexpensive mic I've ever had
1791,27,326,5.0,Great Quality Cable
1792,89,330,5.0,A Shure Bet.
1793,147,500,5.0,A revelation
1794,162,262,5.0,Highly useful - especially for drummers (and saxophonists)
1795,14,772,5.0,Best Straplocks
1796,129,8,5.0,Very Nice Strap.
1797,46,466,5.0,Strumma Strumma
1798,60,511,5.0,"Excellent Value, Look, and Sound"
1799,154,378,5.0,So Great
1800,6,343,5.0,Great value for a decent strap
1801,93,438,1.0,Input jack bad...
1802,117,776,5.0,It might need it's own zip code
1803,34,170,5.0,Best strings ever.
1804,113,342,5.0,What to say?
1805,14,637,5.0,"Does the job, great price"
1806,116,574,5.0,great strap
1807,45,644,5.0,"Really strong tone, but the bass can get overpowering."
1808,172,183,4.0,nice over drive
1809,69,600,5.0,Very good
1810,31,406,5.0,Nice sound and well made
1811,105,325,5.0,Very Impressed - Highly Recommended
1812,180,593,5.0,Best guitar stand. Period!
1813,84,371,5.0,Keith Moon
1814,89,422,4.0,"Another great Amazon deal, but here's where gear collectors and musicians part company."
1815,30,122,2.0,Okay pickup for the price
1816,134,284,5.0,Pure Pleasure
1817,14,249,5.0,Great little cable tester
1818,125,223,5.0,Great stand for a great price
1819,135,292,5.0,Awesome Tone
1820,30,711,3.0,It works with proper care
1821,122,587,5.0,Excellent strings
1822,37,509,4.0,D-Addario NS Micro Clip-On Tuner (2 pack)
1823,70,550,4.0,this mic is perfect
1824,141,523,5.0,For a honeylike feel..
1825,105,788,4.0,So Convenient - Recommended
1826,80,95,5.0,Works as it should. very portable
1827,169,417,3.0,This or the Pitch Black
1828,166,167,5.0,It works!
1829,146,364,5.0,Gets the Job done.
1830,43,330,4.0,standard
1831,96,33,5.0,Good
1832,128,523,5.0,Good stuff
1833,153,350,5.0,Used with a Les Paul and a homemade Cigar Boix guitar build.
1834,100,772,5.0,Great straplocks!
1835,99,129,5.0,works great
1836,5,216,3.0,Bought with very high expectations
1837,138,535,5.0,Great Distortion Pedal!
1838,97,623,4.0,Doesn't push any envelopes
1839,83,511,5.0,Just awesome
1840,12,121,5.0,Cute & Great Quality for Mini AMP
1841,18,532,5.0,Really good quality
1842,21,603,4.0,Good learning experience
1843,3,369,5.0,Seems Fine to Me
1844,45,130,4.0,"Sounds very good, Shell out the extra cash and get an 88 key version."
1845,173,736,5.0,Fits violin or uke very well
1846,10,399,5.0,Best straplocks in the Market
1847,160,788,5.0,INCREDIBLE!!!
1848,41,673,5.0,Good strings
1849,99,250,5.0,great for those looking to mic up their guitar amp
1850,46,792,2.0,Ehhh Could be better
1851,58,725,3.0,QC must have been asleep the day they made these!
1852,76,481,5.0,After a proper set-up 5 stars  Damn nice guitar
1853,91,189,5.0,slap echo
1854,147,91,5.0,The best
1855,11,730,5.0,"Thick, easy release, hard to drop."
1856,37,379,5.0,Fill your pick holders!
1857,102,588,4.0,Works fine
1858,38,537,4.0,It seems to work well
1859,72,537,5.0,great finish
1860,92,483,5.0,great sounding strings
1861,21,586,4.0,It's a rubber stamp
1862,122,412,5.0,Inexpensive acoustic guitar
1863,15,370,4.0,Does just what I wanted it to do.
1864,90,403,5.0,My go to cables
1865,113,759,1.0,Doesnt work on dual mic clamps. Useless
1866,76,120,5.0,very nice
1867,24,497,5.0,Guitar to pedal
1868,122,537,5.0,Great for keeping your guitars clean
1869,43,597,4.0,works great
1870,137,764,5.0,OH WHAT A RELIEF IT IS!
1871,162,73,5.0,"Will fill a room, but has some quirks"
1872,1,652,5.0,Offers enough basic protection at an affordable price
1873,11,457,4.0,Fits like a glove
1874,169,424,5.0,One of the best
1875,23,649,5.0,Love it. Reminds me of a Samick ST92 build.
1876,142,748,4.0,They do feel different
1877,22,468,5.0,Best strings I have tried
1878,107,604,4.0,Nice device
1879,137,431,4.0,Quality Product
1880,8,563,4.0,"Kind of noisy when not playing, but depends on the settings."
1881,1,155,5.0,"The best (and one of the only) quality ""budget"" reverbs"
1882,174,244,5.0,great
1883,137,248,5.0,BELIEVE THE RATING!  IT'S GREAT!
1884,6,508,5.0,DD5 Clone on the cheap !
1885,82,510,5.0,Monster Cable Standard 100
1886,85,769,3.0,too noisy!!!
1887,42,3,5.0,The only pick I use now!
1888,158,102,5.0,A giant leap for guitar picks
1889,69,103,5.0,The best for strato
1890,101,480,5.0,"Great On A Gibson, Too!"
1891,147,269,3.0,OK but nothing special
1892,25,70,5.0,Great for those of us with several effects pedals.
1893,125,626,5.0,Incredible!
1894,173,43,1.0,Didn't like this particular strap
1895,100,94,5.0,EXCELLENT Tuner. Period.
1896,90,95,5.0,Love this stand
1897,135,510,5.0,Just what my epi Sheraton II needed
1898,41,616,5.0,"works wonders, very durable"
1899,87,780,3.0,On the hard side
1900,76,246,3.0,"NICE ""for a short time"""
1901,137,707,4.0,GOOD PRODUCT
1902,45,153,3.0,Nope.
1903,88,72,5.0,Way better than it ought to be!
1904,169,62,1.0,Beginners Beware
1905,16,741,2.0,Not a lot of protection
1906,111,209,5.0,Superb
1907,182,337,1.0,"Cheap strap, no good. very uncomfortable"
1908,34,49,4.0,"Great product, but only works on carpeting."
1909,151,740,5.0,fun power source.
1910,15,272,4.0,Simple and does the job.
1911,79,715,5.0,Works fine
1912,87,698,5.0,Good picks!
1913,87,219,5.0,Works well!
1914,114,86,5.0,Large cloth and nice for polishing
1915,99,277,5.0,looks great
1916,174,165,5.0,worked well
1917,132,673,5.0,Good strings for the price
1918,65,243,5.0,Best Pedal Purchase I made for my board.
1919,23,726,5.0,Very simple.  Does the job
1920,184,332,5.0,Plenty of power for a couple of pedals
1921,107,116,5.0,Love them
1922,122,428,5.0,Yamaha FG-700s-Good Action and deep tone
1923,55,786,5.0,Good cables
1924,151,41,4.0,a fine cable.
1925,98,357,4.0,Does the job
1926,11,512,4.0,Nice inexpensive polish
1927,121,76,4.0,"Dependable, small size, big power"
1928,44,119,2.0,Not as good as I'd hoped
1929,69,108,5.0,They really clean the frets
1930,136,34,5.0,Here's where I landed in my search for the sounds of the 70s.
1931,104,670,5.0,excellent extension
1932,146,466,5.0,Get these
1933,31,781,5.0,Works!
1934,20,103,5.0,Drop in replacement for both MIM and MIA strats
1935,66,532,5.0,Awesome
1936,57,11,5.0,Great For the Price
1937,29,790,5.0,Martin SP strings
1938,119,637,5.0,Great Capo fits fat to thin necks.
1939,187,647,5.0,"awesome bag, great price"
1940,154,555,4.0,"Not as sturdy as some, but works as advertised"
1941,84,717,4.0,Very Good Crash.
1942,26,673,5.0,Full bodied mellow resonance
1943,141,600,5.0,"Quality cables, reasonable price."
1944,135,466,5.0,Top notch
1945,136,14,5.0,This makes three.
